name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Nanu,Olivais,2.9,5,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Pastelaria São Jorge,Arroios,3.3,7,15 € for two people (approx.),15,Cash only,type1,Pastry Shop
Corner Quiosque,Marquês de Pombal,3.8,19,22 € for two people (approx.),22,Cash and Cards accepted,type1,Casual Dining
Pastelaria Dó-Lá-Si,Lumiar,3.3,7,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Clarion Suites Cafetaria & Bar - Clarion Suites,Rato,3.3,1,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,type1,Lounge
O Cafézinho,Parede,3.0,2,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Tasca do Esteves,Alcântara,3.6,38,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Rodrigues Perez & Ca,Campo Pequeno,3.3,6,5 € for two people (approx.),5,Cash only,type1,Pastry Shop
Bifanas de Vendas Novas - Casa Original,Benfica,3.8,38,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Quick Bites
Up to Sushi - Picoas,Saldanha,4.0,812,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
As Fracas,Telheiras,2.9,4,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Piri-Piri,Caparica,3.7,35,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Central dos Leitões,Charneca de Caparica,4.0,61,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Flor do Zambujal,Buraca,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Brasiliamérica,Alvalade,3.6,11,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
The Tower,Areeiro,3.4,8,6 € for two people (approx.),6,Cash only,type1,Quick Bites
A Carula,Paço de Arcos,3.9,81,35 € for two people (approx.),35,Cards only,type1,Casual Dining
Um Bom Café,Massamá,-,0,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Camarro Lounge,Barreiro Centro,3.9,61,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,type1,Bar
Suave,Bairro Alto,3.7,24,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,type1,Cocktail Bar
K-BOB - Restaurante Coreano,Praça de Espanha,3.9,57,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Supremacia - Sushi,Benfica,3.9,67,35 € for two people (approx.),35,Cash and Debit Cards accepted,type1,
Basílio's,Torres Vedras Centro,3.8,39,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
O Burguês,Amora,3.7,33,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Conserveira de Cacilhas,Cacilhas,3.5,26,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
Espet D'Ouro,Torre da Marinha,3.6,10,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Food Court
São Sebastião Lounge - Turim Europa Hotel,Marquês de Pombal,-,0,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,type1,Bar
Bebedouro,Baixa,3.8,21,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
Café Tó Zé,São João,3.2,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
A Grelha do Manel,Alvalade,3.3,86,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
Tamusyo Bhansa Ghar,Arroios,3.3,7,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Café Central da Milharada,Loures Centro,-,0,15 € for two people (approx.),15,Cash only,type1,Snack Bar
XL,Lapa-Estrela,4.4,434,65 € for two people (approx.),65,Cash and Cards accepted,type1,Fine Dining
Godiva,Chiado,3.5,6,12 € for two people (approx.),12,Cash and Cards accepted,type1,Dessert Parlor
Bar Piccadilly Circus,Estoril,2.9,17,15 € for two people (approx.) with alcohol,15,Cash only,type1,Pub
Papamassa,São João do Estoril,3.9,125,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Túnel de Santos,Santos,2.4,204,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Il Redella Pizzaria,Campo Pequeno,-,2,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Cantinho da Avenida,Cacém,3.3,3,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Há Petisco,São Domingos de Benfica,3.1,1,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Snack Bar
Himchuli,Alcântara,4.2,413,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Leão d'Ouro,Barreiro Centro,2.8,22,40 € for two people (approx.),40,Cash and Debit Cards accepted,type1,Casual Dining
Mátria,Odivelas Centro,3.5,12,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Pinguim,Olivais,3.1,4,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Avanti Pizza & Crepes,São Domingos de Benfica,3.9,50,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Restaurante Terrace - Hotel Arribas,Colares,3.9,63,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Saloon Rinchoa,Rio de Mouro,3.7,19,20 € for two people (approx.) with alcohol,20,Cash and Debit Cards accepted,type1,Pub
Café Ferreira,São João da Talha,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Casa Portuguesa,Ericeira,4.0,190,35 € for two people (approx.),35,Cash only,type1,Casual Dining
Os Amigos de Campolide,Campolide,3.0,2,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Quinta do Arneiro,Azueira-Sobral da Abelheira,4.4,35,50 € for two people (approx.),50,Cash and Debit Cards accepted,type1,Casual Dining
Merkado,Venda do Pinheiro,3.9,53,37 € for two people (approx.),37,Cash and Debit Cards accepted,type1,Casual Dining
Cervejaria Vadia,Colares,3.1,22,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Os Minhotos,Alfama,2.9,11,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Espaço do Marquês,Marquês de Pombal,3.5,25,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
A Balança,Linda-a-Velha,-,3,15 € for two people (approx.),15,Cash only,type1,Casual Dining
Gelataria Croissanteria Graça,Benfica,3.2,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Bouças Bar,Moscavide,-,1,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,type1,Bar
A Capoeira,Lapa-Estrela,3.2,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Restaurante Santa Maria,Entrecampos,2.9,33,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Bar da Praia,Cascais Centro,3.8,27,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Degrau,Paço de Arcos,3.2,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Snack Bar
Adega do Saraiva,Colares,4.1,151,40 € for two people (approx.),40,Cash only,type1,Casual Dining
Velho Macedo,Baixa,3.7,33,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Ribs & Company,Odivelas Centro,4.5,"2,184",25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Grapes and Bites,Bairro Alto,4.1,75,80 € for two people (approx.) with alcohol,80,Cash and Cards accepted,type1,Wine Bar
A Taverna dos Piratas,Corroios,3.7,68,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
A Panificação Mecânica,Campo de Ourique,3.4,25,5 € for two people (approx.),5,Cash and Debit Cards accepted,type1,Pastry Shop
Pastelaria Amanhecer,Póvoa de Santo Adrião,-,2,14 € for two people (approx.),14,Cash and Debit Cards accepted,type1,Pastry Shop
Martínez by Lx Grill,Areeiro,4.1,628,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Refeitório Associativo Hare Krishna,Saldanha,4.3,427,16 € for two people (approx.),16,Debit Cards accepted,type1,Casual Dining
Arca Doce - Casa dos Queques,Parede,3.9,26,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Welcome,Alcântara,3.8,35,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Adrenalina Bar,Barreiro Centro,-,0,20 € for two people (approx.) with alcohol,20,Cash only,type1,Bar
Galinha Gorda,Olivais,3.6,39,15 € for two people (approx.),15,Cash and Cards accepted,type1,Snack Bar
Snack Bar TenisLaranjeiras,São Domingos de Benfica,-,0,12 € for two people (approx.),12,Cash and Cards accepted,type1,Snack Bar
Dom Ricardo,Aldeia do Meco,3.8,33,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Ard' Lenha,Moita Centro,3.8,51,18 € for two people (approx.),18,Cash only,type1,Casual Dining
Pastelaria d'Aguilha,São Domingos de Rana,-,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Quiosque B&V,Torres Vedras Centro,-,3,12 € for two people (approx.),12,Cash only,type1,Kiosk
Nook,Ericeira,3.7,23,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Bom Petisco,Atalaia,-,0,14 € for two people (approx.),14,Cash and Debit Cards accepted,type1,Casual Dining
Venda Nova,Venda Nova,-,0,10 € for two people (approx.),10,Cash only,type1,Casual Dining
Boteco da Francesinha,Mem Martins,3.5,5,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Gelsiu,Carnide,2.9,15,8 € for two people (approx.),8,Cash only,type1,Snack Bar
A Pomarense,Avenida da Liberdade,3.1,9,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Snack Bar
Santinhos,Turcifal,3.6,22,40 € for two people (approx.),40,Cash only,type1,Casual Dining
Restaurante Valente,Sobreda,3.5,6,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Catemba,Carcavelos,3.7,11,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
O Samaritanas,Belas,3.2,2,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
"Gift, Cafetaria & Petiscos",Paço de Arcos,3.4,5,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Leitaria Anunciada,Avenida da Liberdade,2.9,25,32 € for two people (approx.),32,Cash and Cards accepted,type1,Casual Dining
Carinho do Vinho,Príncipe Real,3.5,17,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,type1,Wine Bar
A Petisqueira,São João do Estoril,3.2,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
Kwá Dóxi,Santos,3.8,32,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Confraria do Bonfim,Setubal Centro,3.6,27,20 € for two people (approx.),20,Cash only,type1,Pastry Shop
A Flor da Laranja,Bairro Alto,4.0,70,35 € for two people (approx.),35,Cash and Debit Cards accepted,type1,Casual Dining
Pregoeiro de Carnide,Carnide,3.9,96,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Ponto do Café,Cascais Centro,2.8,3,5 € for two people (approx.),5,Debit Cards accepted,type1,Food Court
Esplanada D. Dinis,Marvila,3.4,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Pastelaria 4 Estações,Mem Martins,2.9,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Grab & Go,Arroios,3.2,5,6 € for two people (approx.),6,Cash only,type1,
Pétala Azul,Alvalade,3.6,3,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Barrosã,Areeiro,3.5,7,20 € for two people (approx.),20,"Cash, Debit Cards and Meal Coupons accepted",type1,Casual Dining
O Cantinho do António,Damaia,3.6,13,17 € for two people (approx.),17,Cash only,type1,Casual Dining
Traga Luz,Carcavelos,3.5,10,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
O Arcadas,Algés,-,0,5 € for two people (approx.),5,Cash only,type1,Quick Bites
Armazém da Cachaça,Lapa-Estrela,3.8,22,45 € for two people (approx.),45,Cash and Cards accepted,type1,Casual Dining
Signo Aquarius,Algés,2.8,8,12 € for two people (approx.),12,Cash and Cards accepted,type1,Food Court
Musgo Verde,Damaia,-,1,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Pousadoiro - Sabores Ibéricos,Massamá,3.9,75,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Pastelaria Lusitana,Torre da Marinha,-,0,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
Mocambo,Venteira,3.4,4,8 € for two people (approx.),8,Cash only,type1,Snack Bar
O Simões da Aldeia,Almargem do Bispo,3.8,41,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Trinca Forte,Beato,3.2,0,16 € for two people (approx.),16,Cash and Debit Cards accepted,type1,Casual Dining
Real Sports Bar - Hotel Real Parque,Saldanha,4.0,137,26 € for two people (approx.),26,Cash and Cards accepted,type1,Quick Bites
Sempre Sol Snack-Bar,Oeiras e São Julião da Barra,3.5,7,8 € for two people (approx.),8,Debit Cards accepted,type1,Quick Bites
Monalisa,Benfica,3.5,13,14 € for two people (approx.),14,Cash only,type1,Pastry Shop
Come Prima,Lapa-Estrela,4.7,"1,864",60 € for two people (approx.),60,Cash and Debit Cards accepted,type1,Fine Dining
Cave Real,Saldanha,3.9,52,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Tasquinha do Joy,Ericeira,3.8,91,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Chique,Campolide,2.9,13,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Ponto Final Café,São Pedro da Cadeira,-,3,6 € for two people (approx.),6,Cash and Cards accepted,type1,Snack Bar
Café Martinho,Santo Antão do Tojal,2.7,7,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Snack Bar
Sacolinha,Venteira,4.1,149,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Genuíno Atelier do Presunto,Campo de Ourique,3.6,11,12 € for two people (approx.),12,Cash and Cards accepted,type1,Quick Bites
Ovo de Colombo,Telheiras,3.5,85,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,
O Fernandinho,Chiado,3.9,28,26 € for two people (approx.),26,Cash and Debit Cards accepted,type1,Casual Dining
Rainha das Baguetes 3,Setubal Centro,-,3,12 € for two people (approx.),12,Cash only,type1,Quick Bites
Taberna do Largo,Setubal Centro,4.2,184,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Angels Bar,Carcavelos,2.9,61,15 € for two people (approx.),15,Cash and Cards accepted,type1,Shack
Brown’s Bistro – Brown’s Boutique Hotel,Baixa,3.8,231,35 € for two people (approx.),35,Cash and Cards accepted,type1,Café
Stuppendo Sushi Bar,Paço de Arcos,4.2,211,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Xenu,Marquês de Pombal,3.7,24,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Campeão,Barreiro Centro,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Abaco's Bar,Venteira,-,0,10 € for two people (approx.) with alcohol,10,Cash only,type1,Bar
Tiffin Café Lisboa,Lapa-Estrela,4.0,24,20 € for two people (approx.),20,Cards only,type1,Café
Doner Bar,Arroios,3.7,33,12 € for two people (approx.),12,Cash only,type1,Quick Bites
Xin Yun,Barreiro Centro,3.9,54,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Pizzaria Va Bene,Arroios,3.5,10,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
O Gaiteiro - Salão de Chá,Palmela Centro,3.8,50,15 € for two people (approx.),15,Cash only,type1,Tea Room
Descobre Restaurante,Belém,4.2,211,50 € for two people (approx.),50,Cash and Cards accepted,type1,Fine Dining
O`Malta Bistrobar,São João,3.9,37,20 € for two people (approx.) with alcohol,20,Cash only,type1,Pub
Aqui Peixe & Companhia,Costa da Caparica,3.2,5,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
O Motorista,Póvoa de Santa Iria,3.7,21,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Manhãs Fofas Bola de Mel,Benfica,3.5,16,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Golo de Benfica,Benfica,2.8,26,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
O Santos,Santa Iria da Azóia,3.6,10,16 € for two people (approx.),16,Cash and Cards accepted,type1,Casual Dining
Caffè di Marzano,Chiado,4.2,84,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Restaurante Central,Colares,3.8,30,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Xapuri Bistro,Chiado,4.0,39,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Tô na Onda,Oeiras e São Julião da Barra,3.4,85,30 € for two people (approx.),30,Cards only,type1,Casual Dining
Taberna Ti'Camila,Alfama,2.7,30,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Cores e Sabores 3,Setubal Centro,3.6,127,28 € for two people (approx.),28,Cash and Debit Cards accepted,type1,Casual Dining
Golfstar Pastelaria,Marvila,3.5,7,8 € for two people (approx.),8,Cash and Cards accepted,type1,Pastry Shop
O Jacinto,Telheiras,4.2,217,60 € for two people (approx.),60,Cash and Cards accepted,type1,Fine Dining
